Namespace(ROAheight=3, ROAwidth=3, attiters=30, attlr=0.05, batch_size=128, epochs=30, inputmodel='ori', modelname='doa3by3', potential_nums=20, skip_in_x=1, skip_in_y=1)
Number of images in training set: 60000
Number of images in test set: 10000
Number of batches in the train loader: 469
Number of batches in the test loader: 79
Iteration: 100, Train Loss: 1.9479148387908936, Test Accuracy:68%, Adv_test Accuracy:53%
Iteration: 6866, Train Loss: 0.9686882495880127, Test Accuracy:91%, Adv_test Accuracy:65%
Iteration: 6966, Train Loss: 0.8299698233604431, Test Accuracy:90%, Adv_test Accuracy:64%
Iteration: 7135, Train Loss: 1.2162859439849854, Test Accuracy:90%, Adv_test Accuracy:64%
Iteration: 7235, Train Loss: 1.2502005100250244, Test Accuracy:88%, Adv_test Accuracy:63%
Iteration: 7335, Train Loss: 1.2273420095443726, Test Accuracy:89%, Adv_test Accuracy:63%
Iteration: 7435, Train Loss: 0.827932596206665, Test Accuracy:90%, Adv_test Accuracy:48%
Iteration: 7604, Train Loss: 0.8355923295021057, Test Accuracy:90%, Adv_test Accuracy:54%
Iteration: 7704, Train Loss: 1.0061933994293213, Test Accuracy:90%, Adv_test Accuracy:64%
Iteration: 7804, Train Loss: 1.3571884632110596, Test Accuracy:90%, Adv_test Accuracy:64%
Iteration: 7904, Train Loss: 0.7787083387374878, Test Accuracy:92%, Adv_test Accuracy:64%
Iteration: 8073, Train Loss: 1.3128944635391235, Test Accuracy:90%, Adv_test Accuracy:66%
Iteration: 8173, Train Loss: 0.9310341477394104, Test Accuracy:91%, Adv_test Accuracy:65%
Iteration: 8273, Train Loss: 0.9407129883766174, Test Accuracy:91%, Adv_test Accuracy:66%
Iteration: 8373, Train Loss: 0.9448149800300598, Test Accuracy:91%, Adv_test Accuracy:66%
Iteration: 8542, Train Loss: 0.7640056610107422, Test Accuracy:91%, Adv_test Accuracy:48%
Iteration: 8642, Train Loss: 0.8892468214035034, Test Accuracy:89%, Adv_test Accuracy:53%
Iteration: 8742, Train Loss: 0.8573243021965027, Test Accuracy:90%, Adv_test Accuracy:54%
Iteration: 8842, Train Loss: 1.0124540328979492, Test Accuracy:89%, Adv_test Accuracy:55%
Iteration: 9011, Train Loss: 0.7292298078536987, Test Accuracy:89%, Adv_test Accuracy:57%
Iteration: 9111, Train Loss: 1.1092349290847778, Test Accuracy:89%, Adv_test Accuracy:62%
Iteration: 9211, Train Loss: 0.71458899974823, Test Accuracy:90%, Adv_test Accuracy:48%
Iteration: 9311, Train Loss: 1.197685718536377, Test Accuracy:90%, Adv_test Accuracy:67%
Iteration: 9480, Train Loss: 1.0728366374969482, Test Accuracy:90%, Adv_test Accuracy:67%
Iteration: 9580, Train Loss: 1.0713802576065063, Test Accuracy:90%, Adv_test Accuracy:58%
Iteration: 9680, Train Loss: 1.2822321653366089, Test Accuracy:89%, Adv_test Accuracy:57%
Iteration: 9780, Train Loss: 1.0290549993515015, Test Accuracy:88%, Adv_test Accuracy:57%
Iteration: 9949, Train Loss: 0.8223767876625061, Test Accuracy:91%, Adv_test Accuracy:69%
Iteration: 10049, Train Loss: 1.0391789674758911, Test Accuracy:91%, Adv_test Accuracy:55%
Iteration: 10149, Train Loss: 0.7369096279144287, Test Accuracy:92%, Adv_test Accuracy:68%
Iteration: 10249, Train Loss: 0.81064373254776, Test Accuracy:90%, Adv_test Accuracy:54%
Iteration: 10418, Train Loss: 0.7385758757591248, Test Accuracy:92%, Adv_test Accuracy:48%
Iteration: 10518, Train Loss: 0.9660659432411194, Test Accuracy:91%, Adv_test Accuracy:67%
Iteration: 10618, Train Loss: 0.6736239194869995, Test Accuracy:90%, Adv_test Accuracy:51%
Iteration: 10718, Train Loss: 0.8128034472465515, Test Accuracy:91%, Adv_test Accuracy:46%
Iteration: 10887, Train Loss: 0.8269400596618652, Test Accuracy:90%, Adv_test Accuracy:57%
Iteration: 10987, Train Loss: 0.7819513082504272, Test Accuracy:90%, Adv_test Accuracy:50%
Iteration: 11087, Train Loss: 1.214207410812378, Test Accuracy:91%, Adv_test Accuracy:66%
Iteration: 11187, Train Loss: 1.1655337810516357, Test Accuracy:90%, Adv_test Accuracy:50%
Iteration: 11356, Train Loss: 0.8430010676383972, Test Accuracy:91%, Adv_test Accuracy:59%
Iteration: 11456, Train Loss: 0.8227612972259521, Test Accuracy:92%, Adv_test Accuracy:68%
Iteration: 11556, Train Loss: 0.7219902873039246, Test Accuracy:91%, Adv_test Accuracy:68%
Iteration: 11656, Train Loss: 0.705778956413269, Test Accuracy:90%, Adv_test Accuracy:66%
Iteration: 11825, Train Loss: 0.7814986109733582, Test Accuracy:90%, Adv_test Accuracy:70%
Iteration: 11925, Train Loss: 1.0636218786239624, Test Accuracy:91%, Adv_test Accuracy:69%
Iteration: 12025, Train Loss: 1.1120331287384033, Test Accuracy:92%, Adv_test Accuracy:70%
Iteration: 12125, Train Loss: 0.686111330986023, Test Accuracy:90%, Adv_test Accuracy:52%
Iteration: 12294, Train Loss: 0.7691861391067505, Test Accuracy:91%, Adv_test Accuracy:69%
Iteration: 12394, Train Loss: 0.8119798302650452, Test Accuracy:91%, Adv_test Accuracy:69%
Iteration: 12494, Train Loss: 0.7012598514556885, Test Accuracy:91%, Adv_test Accuracy:68%
Iteration: 12594, Train Loss: 0.9151120781898499, Test Accuracy:91%, Adv_test Accuracy:70%
Iteration: 12763, Train Loss: 0.7276848554611206, Test Accuracy:92%, Adv_test Accuracy:70%
Iteration: 12863, Train Loss: 0.7928682565689087, Test Accuracy:91%, Adv_test Accuracy:70%
Iteration: 12963, Train Loss: 1.0500043630599976, Test Accuracy:91%, Adv_test Accuracy:62%
Iteration: 13063, Train Loss: 0.6577239036560059, Test Accuracy:91%, Adv_test Accuracy:50%
Iteration: 13232, Train Loss: 0.9100115895271301, Test Accuracy:91%, Adv_test Accuracy:70%
Iteration: 13332, Train Loss: 0.5763254761695862, Test Accuracy:92%, Adv_test Accuracy:57%
Iteration: 13432, Train Loss: 0.8216432332992554, Test Accuracy:91%, Adv_test Accuracy:70%
Iteration: 13532, Train Loss: 0.8320131301879883, Test Accuracy:91%, Adv_test Accuracy:50%
Iteration: 13701, Train Loss: 0.7567813992500305, Test Accuracy:92%, Adv_test Accuracy:62%
Iteration: 13801, Train Loss: 0.6905973553657532, Test Accuracy:92%, Adv_test Accuracy:72%
Iteration: 13901, Train Loss: 1.0668339729309082, Test Accuracy:90%, Adv_test Accuracy:70%
Iteration: 14001, Train Loss: 0.6634328961372375, Test Accuracy:92%, Adv_test Accuracy:71%
Finished!
